Time (s),X-Axis (m/s2),Y- Axis (m/s2),Z-Axis (m/s2)
3.003448486,-0.036660827309616506,0.2072256478394232,0.04217882650229576,
3.007415771,0.058781689714806795,0.10832202217778786,-7.295950481633895E-4,
3.011383056,0.060428672084345436,0.1843382818047301,0.06262433177396942,
3.015350342,0.29734196110497635,0.1532201371625339,0.07116880135667536,
3.019317627,-0.045598110803519054,0.2738822620737773,0.11056052936659033,
3.023284912,0.1378135035446848,0.3953265127840213,0.14973992739952235,
3.027252197,0.24815363486699793,0.3698866985084672,0.16193061379461793,
3.031219482,-0.027490275700151834,0.2901598470880238,0.2099888269731942,
3.035186767,0.004826627096128577,0.26469623704541867,0.2311990693910555,
3.039154053,0.06706930948940304,0.27304849354258565,0.2041120875440945,
3.043121338,0.001946463216522476,0.2184387948340678,0.2858726778477756,
3.047088623,-0.015691364583032108,0.1785840436797539,0.2536004860282204,
3.051043334,-0.11215025963517578,0.08922953963130276,0.1473383966350763,
3.055010619,-0.1567612233331408,0.0752166395175422,0.09680138137056105,
3.058977904,-0.18286747476026255,0.031437960051533764,0.20194061681519893,
3.062945189,-0.28036380402696004,0.08644187194747666,0.220927493452159,
3.066912475,-0.281749539315318,0.01169500146423097,0.2648523463242274,
3.07087976,-0.32691330332725443,0.055327680858884065,0.20421586143438208,
3.074847045,-0.18875232234930361,0.0825678087496069,0.17869251336625558,
3.07881433,-0.45170986569194294,0.18097123918718516,0.20616201850550464,
3.082781615,-0.20431222849105435,0.15244300697474777,0.2147343023044037,
3.0867489,-0.1232276148240935,0.13535772589229822,0.09899691449977288,
3.090716186,-0.07176324420302471,0.09488286040133787,0.11559889878731866,
3.094683471,-0.013355419581169703,0.0012114641023206474,0.08672960731110502,
3.098650756,-0.016433847383685807,-0.025849676374393837,0.09620253350513419,
3.102618041,-0.10699473415694871,-0.00727642078701507,0.11908849164785718,
3.106585326,-0.12773445920055904,0.08803872665163759,0.13358866441203565,
3.110552611,-0.04281256736044714,0.17194465319630936,0.16624593152962852,
3.114519896,0.019375434392892243,0.18734820302579713,0.22109488975495273,
3.118487182,-0.030471332173186205,0.08284975382688842,0.3511801110227122,
3.122454467,-0.0033077298010488754,0.15629445149901144,0.4552360810056699,
3.126421752,-0.19417450415333914,0.11163224088670987,0.42931337652328594,
3.130389037,-0.04617212285392136,0.003111945053117182,0.4047422051248786,
3.134356322,0.009033981404362956,-0.07028876427000696,0.28165509222490304,
3.138323607,0.043616345279740454,-0.11752251532225522,0.22915708159242243,
3.142290893,0.13257374028629243,-0.11508734819530453,0.1660893371489376,
3.146258178,-0.21955135933346603,0.03242963316250602,-0.02036339356209993,
3.150225463,-0.28864157574802285,0.06999888231125517,-0.09865155469343012,
3.154192748,-0.3956349402859183,0.13261043397400485,-0.195754739848494,
3.158160033,-0.36056312800998463,0.17311715577295317,-0.2562009598475452,
3.162127318,-0.08542315865798772,0.19021491602461182,-0.2605027600655365,
3.166094604,-0.020450343332640175,0.1674917570384391,-0.18541636820867913,
3.170061889,-0.11022013794736213,0.201034421255752,-0.17131893441069312,
3.174029174,-0.3467454462953897,0.25659169716085195,-0.22708200299730485,
