Time (s),X-Axis (m/s2),Y- Axis (m/s2),Z-Axis (m/s2)
0.0,-0.12653672753885115,0.1927498722883461,1.3465545446438263,
0.003967285,0.2397130007814191,0.728809272830677,0.8588964677463107,
0.00793457,1.1245462795313852,1.4526274963895416,0.5875200062282975,
0.011932373,0.4322908322188582,1.8650316846116333,-1.3323399520486117,
0.015899658,0.6197340329625867,0.3255702695643067,-0.558303602263889,
0.019866943,-0.14203015644243067,-0.30073763200480474,-1.0978635849361105,
0.023834228,-0.6882335001539446,-1.541127214978844,-1.2862620593551384,
0.027832031,-0.8857796712169057,-1.4914711079205754,1.1410953329846407,
0.031799316,-0.5228327213485247,-0.1186651675864602,0.25972685232521187,
0.035766601,0.2425370455774304,0.33410839327458186,0.5582941771726695,
0.039733886,1.0329578591181945,-0.17132412522408452,0.3432051659568849,
0.043731689,0.5869497833883055,0.6942029068519824,1.1039220429217576,
0.047698974,0.6151164673356444,0.6128208215753359,0.20318157964990569,
0.051666259,0.22012051761851548,0.6549783369477689,0.5666834473136753,
0.055633545,0.07266623831356234,0.47802319690196504,-1.4754130077740584,
0.059631347,-0.13915704841165022,-0.485245016697178,-1.1401082382504963,
0.063598633,-0.21857661529182026,-0.3958620289827424,-1.310487469506647,
0.067565918,-1.1919267219209564,-1.628713548967444,-0.32437874513656695,
0.07156372,-0.34444713925551507,-1.4638595110489554,0.6962587226407475,
0.075531006,-0.4785972621856621,-0.5505065541516643,1.4457398882688484,
0.079498291,0.16300842072022037,0.27785647542866854,1.775244254365079,
0.083465576,0.5326284162636763,1.2623242428429349,1.5561939386483132,
0.087463379,0.7632121080109411,1.513594745836848,-1.5974398686125983,
0.091430664,0.5301253504712529,-0.055176449424271606,-0.42945335973382903,
0.095397949,-0.5374109500917478,0.12249702405433274,-0.6193683518495625,
0.099365234,-0.7766084475733982,0.22249713096221618,-0.3920645056984,
0.103363037,-0.44699476587121856,-0.636028174136477,-1.229203362371221,
0.107330322,-0.5778594845719749,-0.9091399221216817,-0.8416268500532276,
0.111297607,0.012724619373670087,-0.3844530509785954,-0.2787336089488317,
0.115264892,-0.09133397637606394,-0.6236024798453763,1.3782582300284343,
0.119262695,-0.05583085297585111,0.29025375831119893,1.8227848066789978,
0.12322998,0.1736824855880691,0.38925867071145914,1.3298953258119486,
0.127227783,1.0640680587829552,1.5755426787566673,0.6214724129933096,
0.13116455,0.5045747595263642,1.7239473265990841,-1.2668723625741016,
0.135162353,0.4860206474648414,0.5727979979980172,-0.8526092181842806,
0.139129638,-0.10151551327812691,-0.3385511523828362,-1.6761669643911752,
0.143096924,-0.6749746176537516,-1.377921000031269,-1.6876132590129398,
0.147094726,-0.7506730534980013,-1.4451834797125154,0.7280832209146482,
0.151062011,-0.613941763110901,-0.026093072832512262,0.7318684322004678,
0.155029297,0.3094691481050291,0.3258052292339902,0.3173428902916253,
0.158996582,0.8183516856715234,-0.45760532833155787,1.5333298786395506,
0.162994384,0.6853209969747187,0.6433029443660038,0.2938880240053905,
0.16696167,0.5022851178922749,0.5108093476803031,1.0108306340480624,
0.170928955,0.32330026228257003,0.6978686695504924,0.07316646036345098,
0.174926758,0.07859870591980611,0.20969874423414392,-1.0006709332717385,
0.178894043,-0.04821722667040507,-0.18849100461268486,-2.018700809117391,
0.182861328,-0.0902827657113241,-0.2963616513463979,-1.2031564480751626,
0.186828613,-1.0816256266315594,-1.1775312156083684,-1.1693855100226305,
0.190826416,-0.2121632942739975,-1.5377036834241948,1.148402724794396,
0.194793701,-0.7098551471379481,-0.4869988842393559,1.2539150509292671,
0.198760986,-0.052649742710358494,-0.11954295504773471,2.3592111423059148,
0.202728271,0.5056707331754633,1.2795975695555624,1.6173005544697308,
0.206726074,0.6056474263841207,1.32248176658195,-0.9452220564242158,
0.210693359,0.6243372770447966,0.09647418279680992,-0.7734139732643719,
0.214660644,-0.28582070570791274,0.06568032279994793,-0.7853693622052482,
0.218658447,-0.6960149630038303,0.3092092973024584,-0.6321284975766979,
0.222625732,-0.3518681227468142,-0.38661693715803336,-1.2201315089988576,
0.226593017,-0.6722293614787014,-1.0237344676951767,-1.1350773751678354,
0.230560302,-0.03403593058921106,-0.5642390389998915,-0.5996878766967679,
0.234558105,0.04938258365363113,-0.5567379108874132,1.686521671298836,
