Time(s),X-Axis(m/s2),Y-Axis(m/s2),Z-Axis(m/s2)
1.001755727,0.04931253261713131,-0.15532747229931787,0.0328490778379781,
1.00575353,0.1850188737499554,-0.3464421536207043,0.007126430239132481,
1.009720815,0.16525142712496432,-0.5357230588340635,0.10721481606630599,
1.0136881,0.15518698154372146,-0.21789729472350078,0.2275076926967948,
1.017655385,0.14905192898497788,0.2796250353149494,0.12454765806368585,
1.02162267,-0.0512296482182677,0.17964485247070955,-0.12062554542405132,
1.025589955,-0.14824690216836345,0.20309088197656766,-0.15970844415174107,
1.029587758,-0.0534730100159404,0.17588823292500413,0.021635100147357148,
1.033555043,-0.1347095603565016,0.04876722696500331,0.04221042386788572,
1.037522329,-0.3031411834414506,0.23247081282200266,-0.27843869215569145,
1.041520131,-0.2654987865969112,0.21087899400760213,-0.16912546544330315,
1.045487416,-0.13960850193377894,0.19359333192483172,-0.05293953251089252,
1.049454702,-0.16722879373452315,0.2544840405398654,0.03427190914753599,
1.053452504,-0.21614387483136888,0.23231037696314233,-0.0357904804944712,
1.057419789,-0.13652593970884475,0.15712515703926389,-0.13781207189557698,
1.061387075,-0.13220659161082615,0.11611760610016114,-0.1619708489227116,
1.06535436,-0.04639027328866163,0.039268596598878935,-0.047215839294419276,
1.069352162,0.014596765744069984,0.052484213216603126,0.1135456879394646,
1.073319448,0.08830094775150599,-0.05378899661421749,0.08317053472657165,
1.077286733,0.21620960585745408,-0.09474018166637399,-0.10967206831249268,
1.081254018,0.4104676846859636,-0.17347280939559923,-0.08390464683749416,
1.085221303,0.20004162821752125,-0.4299159428289794,0.3389309700300047,
1.089188588,0.2806998064802677,-0.6235836331694335,0.4550192877427538,
1.093186391,0.7627800600279642,-0.5524923948167969,0.622584766131703,
1.097153676,-0.18848200666512938,-0.6392717478846875,-0.4385410738133876,
1.101151479,-1.3996015233008539,0.12639998450474998,-0.4829861793632101,
1.105118764,0.6884242501093176,1.1928680344788,-0.3078611114593181,
1.109086049,0.9108224078999534,-0.01104981069820994,0.7133058373950456,
1.113083852,-0.4799358236800373,-0.11609082512106796,-1.0918919511777136,
1.117051137,-0.8838510026940298,0.24039150005939564,0.3293306773390791,
1.121018422,1.7215935142510261,0.13102169614126652,-0.6750608487537367,
1.124985707,0.6398602606195709,-0.2571821548057368,1.7181666530282607,
1.12898351,-0.6469008540043433,0.4052528113116606,-0.06965613070239143,
1.132950795,-2.729764335547225,-0.8824749970444216,0.12049579856308687,
1.13691808,0.32147417609347073,0.04483787345821276,-0.1889915447432805,
1.140915883,1.142079243218527,0.47449334564157025,0.5823883071741256,
1.144883168,-0.06891717183142809,0.2148729968257562,0.057939454333050505,
1.148850454,-2.1505438937151418,-1.201417032226895,-0.5723129873148096,
1.152817739,0.06276801002788623,0.23980631562473392,0.9097155281169023,
1.156815541,2.4693184119285583,0.8277337243747872,-0.6110581439127282,
1.160782827,0.6078888115740959,0.4898114912185798,-0.09620735497393254,
1.164750112,-1.8274462749594722,-0.8837855726501362,-0.8277837550728961,
1.168717397,-0.7532778207488278,0.4307034754736411,0.5521162576604332,
1.172684682,2.136354794182189,1.210297643660163,-0.34935923996540347,
1.176682485,0.8146014134707507,-0.004759931946869689,0.24149649474642723,
1.18064977,-0.9265781465671488,-1.0859856799324958,-0.8832310268591083,
1.184617055,-0.7048611500662183,0.4815410458977534,0.6437447683564634,
1.18858434,2.1042019002595254,0.41587248515570274,-0.5595281110960793,
1.192582143,0.2832394498951203,-0.31852271500043783,0.7379854212793866,
1.196549428,-0.40165551039640235,-0.6091638751253503,-1.0395799246952406,
1.200516713,-1.0778917911296215,0.03748579443096978,0.5052623297750574,
1.204514516,1.3135410592838035,0.21194664335727584,-0.8733414057112041,
1.208481801,0.2176541364895428,-0.42420489234542935,0.7455041215247867,
1.212449086,-0.8371926087771158,-0.2244469216888435,-0.20038625356142065,
1.216416371,-1.7270294776466937,-0.0320721857885748,0.5234800596508635,
1.220383657,1.096855421788895,-0.13292093222460985,-0.2477686866543092,
1.224381459,0.6533876577436164,-0.3093640895296879,0.7345731366140527,
1.228348745,-0.3602732722426083,0.38457659946999967,0.014965638197492137,
1.23231603,-2.3031844381065874,-0.6366136227677502,0.07326401446424372,
1.236283315,0.005780086233480475,-0.1128065232142002,0.319097051415145,
1.240281118,1.4430640103930337,0.3196424767411399,0.29166680128836603,
1.244248403,-0.036906213560573775,0.2901866376429119,-0.2512490785005572,
1.248215688,-1.9755332716297094,-0.7236124086356706,-0.9039411573316958,
1.252213491,-0.9598455626162679,0.2466349754352136,0.8110511756971435,
1.256180776,1.946186049906986,0.8427791717544209,-0.2513787860047853,
1.260148061,0.37517393758183815,0.39266816162228674,-0.19535351708507825,
1.264115346,-1.1593701272782795,-0.5075573652334207,-1.3150718761680626,
1.268113149,-0.8623715901038729,0.6033535218757635,0.5855767764092998,
1.272080434,2.089289739635653,0.8006271534381109,-0.24405078590381013,
