Time (s),X-Axis (m/s2),Y- Axis (m/s2),Z-Axis (m/s2)
1.501190186,-0.829102572512057,-0.07500474027434634,-3.9142025201523483,
1.505187988,0.4936027076153545,-0.47180799143822705,-5.406801469246879,
1.509185791,-0.25825504093896645,-0.31040537752558167,-0.4774797496162533,
1.513153076,-0.8769897749386732,-0.20043611842671533,2.027537684681997,
1.517120361,-1.3049243394821888,-0.00520973458512225,2.5624720422768483,
1.521087647,-1.0975649598670012,0.4593576029569022,1.758839938508979,
1.525085449,-2.425671596799851,0.45175121908427185,8.229593923463433,
1.529083252,-0.2473610079086308,-0.7897220716075826,-0.1373331620105045,
1.533050537,-0.7016241578894045,-1.355788887754816,2.996847337579096,
1.537017822,0.9211957908759763,-0.757104254735103,1.8803391981882758,
1.541015625,6.025262296763281,0.9917287055869177,4.482652706206871,
1.54498291,2.006550169441875,-0.974500336311716,-0.40740810847200315,
1.548980713,-2.0684292980402503,0.2470354731381273,-2.2987414281838525,
1.552947998,-0.2239695126509501,-0.03987162148949816,-5.916800759734583,
1.556945801,-2.21136555152701,0.7533932301521515,3.4470647633060842,
1.560913086,-0.280860019346608,3.6289963224029713,5.151853470801118,
1.564880371,-0.2725761990710365,-0.22076534442137286,-3.472926403046605,
1.568878174,0.5097832790244208,-0.4639169630370983,-6.727816220093535,
1.572845459,-0.19743460724921347,-0.11063552355467865,-2.0610127416998285,
1.576843262,-0.5371835256431208,0.7255174600625072,1.494292833983888,
1.580810547,-1.3759382267644966,1.9211610383625057,7.02197235312461,
1.58480835,-0.11242050328659747,-0.47420398180999523,-3.1950075667190614,
1.588775635,-1.8329173596605282,-0.44639199404174623,4.084557911468501,
1.592773438,4.210790135709078,-1.171139474139647,-4.646623690356449,
1.596740723,3.531449491379762,-0.8028417550929676,2.2950179422460906,
1.600738526,2.63745207357256,-0.7763432282931242,1.0851842756718728,
1.604705811,-1.1250847278607021,-1.7741263404469994,-0.8231123450875018,
1.608703613,-1.3061224697885616,-0.20687431454509958,-2.430193977632502,
1.612670899,-1.4471318625495995,0.03752789211392034,0.28340829445649973,
1.616668701,-1.4852323455084298,-0.22472622146511373,1.3606133543151984,
1.620666504,-1.3203391967192437,-0.394295137328341,0.015895468608407626,
1.624633789,-0.4299529980003949,0.14041105810607718,-1.7513339180820235,
1.628601074,-0.2424487265253159,0.15638402226611176,-0.7440969196218692,
1.632598877,-0.9888320280952527,-0.0951564540621106,2.6895613314900046,
1.636566162,3.941795705648798,0.2992898758128115,3.099756975348255,
1.640563965,3.6226992598315384,0.034488052993999235,3.176997963091104,
1.64453125,-1.7063694007285193,0.9220606572389494,-1.4634187193708659,
1.648529053,-1.4742752080828154,0.47332967813490956,-1.7702466942466941,
1.652496338,-2.1945568852162527,-0.02355793717957233,1.113990632883894,
1.656494141,-0.14674658239175198,-1.6641466427124079,-2.6254090561928844,
1.660461426,-0.12506328153840163,2.179534736611324,-3.6230323230793076,
1.664459229,0.14512759742552883,1.889196636945309,0.10102482513030431,
1.668426514,1.445362331846673,1.3332323095562473,-2.6045194953645066,
1.672393799,0.8479158420398385,1.606722566394998,2.3772608685521455,
1.676391602,-1.0857176193368794,0.6130758070222484,-0.25871376609578434,
1.680358887,-0.8609202868757535,-0.06116288953845128,-3.351990544126627,
1.68435669,-1.020083885750603,-0.604374647568261,0.6377190881361976,
1.688323975,-1.3408840031317322,-1.2362463000858588,2.789459938477709,
1.692321778,-0.5861959720366356,-0.996650848662437,0.1438238101571674,
1.696289063,-0.4191642971605587,-0.5598206789299496,0.5536820950007346,
1.700286865,-0.942496965072197,-0.21226084001895962,3.9423109103755873,
1.704254151,1.3720522326297422,-2.625301836077668,-1.0484584006057798,
1.708251953,0.9233375868850437,-2.0159763321433846,0.6973538849841248,
1.712219238,2.3514142101330355,0.3657955944415424,0.9830906275185498,
1.716217041,5.734830098575179,0.367331299771984,6.896470060608591,
1.720184326,0.6747781413601429,1.2477102546613372,0.7326057359868727,
1.724182129,-2.8369597134743856,0.5940300201353199,-3.846056524491752,
1.728149414,-1.2065306614045088,0.45798768798325595,-3.2798725633434014,
1.732147217,-1.066750408029857,0.002474134761604796,-1.9611905311434707,
1.736114502,-1.0162055022051357,-0.3772687390657162,-2.250812776477277,
1.740112305,-0.8052983861391088,-0.501009327190073,-2.043899732900572,
1.74407959,-0.868335388598787,-0.5750994539395584,-0.7827882433517068,
1.748046875,-0.31733676791027965,-0.33558005143289676,0.2184471396936356,
1.752044678,-0.14470193385947372,0.1758963104161826,-2.2500958038700922,
1.756042481,-0.9259544181813291,0.4682439038016961,1.9348842944039255,
1.760009766,-0.37301451110756334,0.3171366269476069,-0.4459890488518603,
1.763977051,-0.9151596557610508,-0.6292740968794145,3.1713093468560114,
1.767974854,0.46688350585990923,-1.0224866603160316,-2.3222298662651912,
1.771942139,-0.5803384101558224,-1.6051963595028254,3.0895915952690984,
1.775939942,-1.029297583593408,-1.1117815993210103,2.2801449559027773,
1.779879454,-0.32928523484347627,-0.08305320914430836,0.3952585428472215,
1.783877256,0.10241653868771916,-0.04920623919044664,-0.8674967790034724,
1.787844542,0.17003137548142533,-0.5948215343211074,0.8612760142972231,
1.791842344,0.2720236355413901,-2.262893360269386,4.155829893469029,
1.79580963,5.716617931870612,1.4879397063157414,2.1103206530564727,
1.799807432,3.39151944315274,-1.0065598560411568,1.9238522255701778,
